"nr","lwage_1980","educ_1980","black_1980","hisp_1980","exper_1980","married_1980","union_1980","hours_1980","lwage_1981","educ_1981","black_1981","hisp_1981","exper_1981","married_1981","union_1981","hours_1981","lwage_1982","educ_1982","black_1982","hisp_1982","exper_1982","married_1982","union_1982","hours_1982","lwage_1983","educ_1983","black_1983","hisp_1983","exper_1983","married_1983","union_1983","hours_1983","lwage_1984","educ_1984","black_1984","hisp_1984","exper_1984","married_1984","union_1984","hours_1984","lwage_1985","educ_1985","black_1985","hisp_1985","exper_1985","married_1985","union_1985","hours_1985","lwage_1986","educ_1986","black_1986","hisp_1986","exper_1986","married_1986","union_1986","hours_1986","lwage_1987","educ_1987","black_1987","hisp_1987","exper_1987","married_1987","union_1987","hours_1987"
2866,1.33685,9,0,0,3,0,0,2464,1.494379,9,0,0,4,1,1,2185,2.040754,9,0,0,5,1,0,2540,1.992973,9,0,0,6,1,0,2686,1.939213,9,0,0,7,1,0,3168,2.088663,9,0,0,8,1,0,3180,2.284577,9,0,0,9,1,0,2360,1.936704,9,0,0,10,1,0,3306
2868,2.293602,13,0,0,3,0,1,759,1.565737,13,0,0,4,0,0,1855,1.812653,13,0,0,5,0,0,2209,1.898543,13,0,0,6,1,0,2296,2.007621,13,0,0,7,1,0,2395,2.143557,13,0,0,8,1,0,2218,3.397526,13,0,0,9,1,0,709,2.07135,13,0,0,10,1,0,2729
2874,0.3789327,9,0,1,4,0,0,727,1.07514,9,0,1,5,0,0,1365,0.7465227,9,0,1,6,0,0,1782,1.206616,9,0,1,7,0,0,2184,1.185724,9,0,1,8,0,0,2222,1.327397,9,0,1,9,0,0,2236,1.198238,9,0,1,10,0,0,2198,1.408657,9,0,1,11,0,0,1744
2916,1.184034,12,0,0,2,0,0,650,1.718664,12,0,0,3,0,0,1291,1.696498,12,0,0,4,0,0,2040,1.72541,12,0,0,5,0,0,2080,1.975124,12,0,0,6,0,0,1630,0.9419309,12,0,0,7,0,0,922,1.420472,12,0,0,8,0,0,2080,1.646478,12,0,0,9,0,0,1915
2951,1.162724,9,1,0,6,0,0,1660,1.203973,9,1,0,7,0,0,1920,1.080877,9,1,0,8,0,0,2296,0.8325664,9,1,0,9,0,0,2508,1.182237,9,1,0,10,0,0,2144,1.360497,9,1,0,11,0,0,2080,1.357177,9,1,0,12,0,0,1875,1.381506,9,1,0,13,0,0,2080
2980,1.666561,15,0,0,2,1,0,1120,1.337504,15,0,0,3,1,0,1890,1.372461,15,0,0,4,1,0,1620,1.577875,15,0,0,5,1,0,1356,1.114503,15,0,0,6,1,0,1996,1.708019,15,0,0,7,1,0,1800,1.800527,15,0,0,8,1,0,2790,1.960709,15,0,0,9,1,0,2600
2994,1.304899,12,0,0,3,0,0,3120,1.316561,12,0,0,4,0,0,1930,1.73181,12,0,0,5,1,0,2395,1.531016,12,0,0,6,1,0,3000,1.920218,12,0,0,7,1,0,2460,1.578366,12,0,0,8,1,0,3485,2.050057,12,0,0,9,1,0,3410,1.946507,12,0,0,10,1,0,2910
2997,1.400209,12,0,0,3,0,0,2400,1.625932,12,0,0,4,0,0,2345,1.907714,12,0,0,5,0,0,2031,1.705051,12,0,0,6,0,0,2481,1.818679,12,0,0,7,0,0,2496,1.772909,12,0,0,8,1,0,2582,1.723421,12,0,0,9,1,0,2600,2.043401,12,0,0,10,1,0,2600
3017,1.458103,14,0,0,1,0,1,2265,1.760079,14,0,0,2,1,1,2202,1.788678,14,0,0,3,1,1,2514,2.052928,14,0,0,4,1,1,2436,2.436478,14,0,0,5,1,0,1835,2.901423,14,0,0,6,1,0,1485,3.07957,14,0,0,7,1,0,3045,2.624699,14,0,0,8,1,0,3000
3037,2.068576,12,0,0,4,0,1,2080,2.158004,12,0,0,5,1,1,2080,2.201329,12,0,0,6,1,1,2080,2.092654,12,0,0,7,1,1,2080,2.475539,12,0,0,8,1,1,2000,2.216986,12,0,0,9,1,1,2429,2.267265,12,0,0,10,1,1,2264,2.277177,12,0,0,11,1,1,2156
3059,1.863936,12,0,0,5,0,1,2470,1.617106,12,0,0,6,0,1,2858,1.86696,12,0,0,7,0,1,1976,1.782387,12,0,0,8,0,1,2456,1.868832,12,0,0,9,1,1,2266,1.803321,12,0,0,10,1,1,2449,1.665594,12,0,0,11,1,1,2880,1.716979,12,0,0,12,1,1,2860
3062,2.141147,15,0,0,2,0,0,2080,2.201489,15,0,0,3,0,0,2080,2.181126,15,0,0,4,0,0,2080,2.267007,15,0,0,5,0,0,2080,2.421503,15,0,0,6,0,0,2080,2.430938,15,0,0,7,0,0,2080,2.583623,15,0,0,8,0,0,2000,2.649536,15,0,0,9,0,0,2080
3100,1.515658,12,0,0,4,1,0,2080,1.293767,12,0,0,5,1,0,2512,1.367689,12,0,0,6,1,0,3064,1.676213,12,0,0,7,1,0,2458,1.975542,12,0,0,8,1,1,2080,2.133687,12,0,0,9,1,1,2080,2.113619,12,0,0,10,1,1,2080,2.183852,12,0,0,11,1,1,2080
3102,0.5911323,12,0,0,1,0,0,490,0.6889892,12,0,0,2,0,0,2410,0.8467833,12,0,0,3,0,0,3224,1.192522,12,0,0,4,0,0,2658,0.9618112,12,0,0,5,0,0,2940,0.8861319,12,0,0,6,0,0,3064,1.000118,12,0,0,7,0,0,2436,1.723409,12,0,0,8,0,0,1364
3127,0.4836515,10,0,0,2,0,0,1364,0.0304592,10,0,0,3,0,0,1552,0.6876822,10,0,0,4,0,0,1890,0.675588,10,0,0,5,0,0,2080,0.6465372,10,0,0,6,0,0,2198,0.9550316,10,0,0,7,0,0,2080,1.563573,10,0,0,8,0,0,2080,1.301463,10,0,0,9,1,0,2080
3136,1.630321,12,0,0,3,0,1,2080,1.93486,12,0,0,4,0,1,2080,1.926892,12,0,0,5,0,1,2080,1.62005,12,0,0,6,0,1,2080,2.045452,12,0,0,7,0,1,2080,2.133687,12,0,0,8,0,1,2080,1.946565,12,0,0,9,0,1,2080,2.035432,12,0,0,10,0,1,2080
3137,1.978243,14,0,0,2,0,0,1224,1.74381,14,0,0,3,0,0,2378,1.929395,14,0,0,4,0,0,2184,2.061032,14,0,0,5,0,0,2184,2.264565,14,0,0,6,1,0,1816,2.152735,14,0,0,7,0,0,2080,2.28951,14,0,0,8,0,0,2080,2.313064,14,0,0,9,0,0,2080
3138,1.602733,12,0,0,4,0,1,1960,2.199401,12,0,0,5,0,1,2040,1.608244,12,0,0,6,0,1,1355,1.378009,12,0,0,7,0,0,1840,1.854397,12,0,0,8,0,1,2080,1.514647,12,0,0,9,0,0,2080,1.661634,12,0,0,10,0,0,1760,2.374758,12,0,0,11,0,1,1600
3140,1.740221,13,0,0,3,0,0,2080,1.853758,13,0,0,4,0,0,2168,1.926,13,0,0,5,1,0,2301,2.010764,13,0,0,6,1,0,2150,2.016823,13,0,0,7,1,0,2280,2.046675,13,0,0,8,1,0,2304,2.238492,13,0,0,9,1,0,2436,2.245722,13,0,0,10,1,0,2562
3193,0.9163473,11,0,0,2,0,0,1876,1.449234,11,0,0,3,0,0,1878,1.926892,11,0,0,4,0,0,2080,2.043864,11,0,0,5,0,0,2080,2.148636,11,0,0,6,0,0,2080,2.171427,11,0,0,7,1,0,2080,2.239913,11,0,0,8,1,0,2080,2.282292,11,0,0,9,1,0,2080
3196,1.978628,12,0,0,3,0,1,2080,1.93486,12,0,0,4,0,1,2080,1.818555,12,0,0,5,0,1,2440,1.943541,12,0,0,6,0,1,2080,1.866637,12,0,0,7,0,1,2080,2.019397,12,0,0,8,0,1,2000,1.943085,12,0,0,9,0,1,3036,1.553184,12,0,0,10,0,0,3369
3200,1.496353,8,0,0,7,0,1,1090,1.778061,8,0,0,8,0,1,1960,1.832702,8,0,0,9,0,1,2000,1.972959,8,0,0,10,0,1,1360,1.02862,8,0,0,11,0,1,1800,1.493842,8,0,0,12,0,0,2148,1.340429,8,0,0,13,0,0,2080,1.9003,8,0,0,14,1,0,2000
3202,1.790994,12,0,0,3,0,1,2096,1.84711,12,0,0,4,0,1,1640,1.68065,12,0,0,5,1,1,2116,1.77776,12,0,0,6,1,1,1920,1.789453,12,0,0,7,1,1,2424,1.793361,12,0,0,8,1,1,2080,2.192091,12,0,0,9,1,1,1960,1.844475,12,0,0,10,1,1,2568
3207,1.696044,12,0,0,4,1,0,2110,1.586091,12,0,0,5,1,0,2080,1.56267,12,0,0,6,1,0,2080,1.57749,12,0,0,7,1,0,2080,1.584106,12,0,0,8,1,0,2080,1.391749,12,0,0,9,1,0,2520,1.602793,12,0,0,10,1,0,2600,1.614858,12,0,0,11,1,0,2534
3208,1.876349,12,0,0,3,0,1,2304,1.820502,12,0,0,4,1,1,2332,1.872126,12,0,0,5,1,1,1272,2.093135,12,0,0,6,1,1,2160,2.272153,12,0,0,7,1,1,2379,2.152315,12,0,0,8,1,0,2340,2.23561,12,0,0,9,1,0,2266,2.299584,12,0,0,10,1,0,2236
3210,1.64685,10,0,0,2,0,1,1040,1.819177,10,0,0,3,0,1,1427,1.627619,10,0,0,4,0,1,1772,2.153829,10,0,0,5,0,1,1694,2.733778,10,0,0,6,0,1,886,2.333663,10,0,0,7,0,1,1179,1.622996,10,0,0,8,0,0,1960,1.76034,10,0,0,9,0,0,2410
3215,1.641714,12,0,0,4,0,0,832,1.573733,12,0,0,5,0,1,1072,0.9106222,12,0,0,6,0,0,1966,1.150046,12,0,0,7,0,1,2080,1.504466,12,0,0,8,0,1,2080,1.574532,12,0,0,9,0,1,2080,1.508764,12,0,0,10,0,1,2080,1.678757,12,0,0,11,0,1,2080
3219,1.320166,11,0,0,2,0,0,1300,0.6998573,11,0,0,3,0,1,2020,1.285038,11,0,0,4,0,0,2080,1.660872,11,0,0,5,0,0,2080,1.565942,11,0,0,6,0,1,2080,1.708803,11,0,0,7,0,1,2080,1.75289,11,0,0,8,0,0,2295,1.690241,11,0,0,9,0,0,2820
3226,1.206918,13,0,0,3,0,0,1800,1.443453,13,0,0,4,0,0,680,0.6258807,13,0,0,5,0,0,460,1.860261,13,0,0,6,0,0,1136,2.167533,13,0,0,7,0,0,1921,2.273643,13,0,0,8,0,0,2017,2.370996,13,0,0,9,1,0,2010,2.333888,13,0,0,10,1,0,2068
3235,1.233231,12,0,0,2,0,0,2000,1.315198,12,0,0,3,1,0,2040,1.276202,12,0,0,4,1,1,2728,1.552004,12,0,0,5,1,0,3015,1.288131,12,0,0,6,1,0,2700,1.276819,12,0,0,7,1,0,2450,1.396718,12,0,0,8,1,0,2130,1.768034,12,0,0,9,1,0,1848
3239,1.208285,11,1,0,1,0,0,258,1.255266,11,1,0,2,0,0,228,-0.2690496,11,1,0,3,0,0,492,0.7217662,11,1,0,4,0,0,532,0.37036,11,1,0,5,0,0,676,1.015656,11,1,0,6,0,0,2080,1.057566,11,1,0,7,0,0,1840,1.683456,11,1,0,8,0,1,1183
3271,1.638043,7,0,0,6,0,1,1720,1.106141,7,0,0,7,0,1,3176,1.593446,7,0,0,8,0,0,3056,1.58788,7,0,0,9,0,0,1790,2.001481,7,0,0,10,0,0,1890,1.728221,7,0,0,11,0,0,2040,1.684623,7,0,0,12,0,0,1720,1.930072,7,0,0,13,0,0,2080
3275,1.39191,12,0,0,1,0,0,660,1.820159,12,0,0,2,0,0,648,0.6094726,12,0,0,3,0,0,1635,1.492062,12,0,0,4,0,0,1970,1.807325,12,0,0,5,0,0,2295,1.849918,12,0,0,6,0,0,2125,1.986986,12,0,0,7,0,0,2270,3.343164,12,0,0,8,0,0,675
3282,1.358387,10,0,1,3,0,0,455,1.376632,10,0,1,4,0,0,2080,1.547403,10,0,1,5,0,0,1920,1.843193,10,0,1,6,0,1,2080,2.128834,10,0,1,7,0,0,2080,2.053644,10,0,1,8,0,0,2080,1.776622,10,0,1,9,0,0,1905,2.409315,10,0,1,10,0,1,1975
3289,1.231923,15,0,0,1,0,0,1833,1.175223,15,0,0,2,0,1,2470,1.558332,15,0,0,3,0,0,1820,1.631099,15,0,0,4,1,0,2000,1.889625,15,0,0,5,1,0,2008,2.065249,15,0,0,6,1,0,2056,2.074398,15,0,0,7,1,0,2080,2.282292,15,0,0,8,1,0,2080
3290,1.238076,12,0,0,1,0,0,1052,1.306488,12,0,0,2,0,0,1408,1.6329,12,0,0,3,0,1,1322,1.554205,12,0,0,4,0,0,2129,1.78263,12,0,0,5,0,0,2470,1.960334,12,0,0,6,1,0,1998,2.140911,12,0,0,7,1,0,2024,2.217754,12,0,0,8,1,0,2080
3307,1.973895,14,1,0,3,0,1,1844,2.390996,14,1,0,4,0,1,1904,2.356251,14,1,0,5,0,0,1924,2.56225,14,1,0,6,0,1,1689,2.635775,14,1,0,7,0,1,1754,2.64253,14,1,0,8,0,1,2020,2.806766,14,1,0,9,0,1,2080,2.812798,14,1,0,10,0,1,1912
3333,0.5202364,12,0,0,1,0,0,1578,0.0578495,12,0,0,2,0,0,2250,1.111225,12,0,0,3,0,0,2116,1.182083,12,0,0,4,0,0,2080,1.318163,12,0,0,5,0,0,2080,1.341448,12,0,0,6,0,0,2120,2.040712,12,0,0,7,0,0,1024,1.81537,12,0,0,8,1,0,1296
3353,1.356192,10,0,0,3,0,0,1824,1.080913,10,0,0,4,0,0,1900,0.6162232,10,0,0,5,0,0,1218,0.9848826,10,0,0,6,0,0,1772,0.7715383,10,0,0,7,0,0,2360,1.209428,10,0,0,8,0,0,2016,2.044626,10,0,0,9,0,0,1200,1.649022,10,0,0,10,0,0,2204
3380,1.451411,12,0,0,2,0,0,1990,1.42149,12,0,0,3,0,0,2317,1.565358,12,0,0,4,0,0,2263,1.99951,12,0,0,5,1,0,2372,1.722743,12,0,0,6,1,0,2560,1.820782,12,0,0,7,1,0,2516,2.04285,12,0,0,8,1,0,2576,1.933081,12,0,0,9,1,0,2765
3381,1.227121,10,0,0,2,0,0,2205,1.529395,10,0,0,3,0,0,2340,1.735681,10,0,0,4,0,0,2120,1.741438,10,0,0,5,0,0,2290,1.949175,10,0,0,6,1,0,2340,2.175534,10,0,0,7,1,0,2340,1.976418,10,0,0,8,1,0,2340,2.099971,10,0,0,9,1,0,2340
3389,1.572113,12,0,0,3,0,0,3307,2.21782,12,0,0,4,0,0,2264,0.9842217,12,0,0,5,0,0,3372,1.302155,12,0,0,6,0,0,2382,1.845065,12,0,0,7,1,0,2210,1.910543,12,0,0,8,1,0,2500,2.321258,12,0,0,9,1,0,2600,2.464614,12,0,0,10,1,0,2600
3394,1.934358,15,1,0,2,0,0,1880,2.040221,15,1,0,3,0,0,2080,1.978185,15,1,0,4,0,0,2080,2.020874,15,1,0,5,0,0,2080,2.168054,15,1,0,6,1,0,2080,2.094466,15,1,0,7,1,0,2080,1.578942,15,1,0,8,1,0,1980,1.168413,15,1,0,9,1,0,1980
3401,1.18012,11,0,0,2,0,0,2080,0.9523498,11,0,0,3,0,0,1852,1.387909,11,0,0,4,0,0,2252,1.468981,11,0,0,5,1,0,2688,1.929643,11,0,0,6,1,0,2640,2.044514,11,0,0,7,1,0,2274,1.883831,11,0,0,8,1,0,2114,2.112393,11,0,0,9,1,0,2080
3414,1.337843,16,0,0,1,0,0,2090,2.208222,16,0,0,2,0,0,2110,1.997604,16,0,0,3,0,0,2550,2.055537,16,0,0,4,0,0,2710,1.873734,16,0,0,5,0,0,1965,2.010159,16,0,0,6,1,0,2444,2.032837,16,0,0,7,1,0,2255,2.195281,16,0,0,8,1,0,2340
3420,2.122098,13,0,0,2,0,0,1802,0.6539265,13,0,0,3,0,0,1040,1.582382,13,0,0,4,0,0,1854,1.335449,13,0,0,5,0,0,1920,1.921194,13,0,0,6,0,0,2560,0.7652592,13,0,0,7,0,0,1886,1.539819,13,0,0,8,0,0,2130,2.035432,13,0,0,9,0,0,2080
3440,0.2561188,11,0,0,2,0,0,1370,-1.25988,11,0,0,3,0,0,1410,1.547403,11,0,0,4,1,1,2080,1.591879,11,0,0,5,1,1,2080,1.657229,11,0,0,6,1,1,2000,1.58364,11,0,0,7,1,1,2080,1.596362,11,0,0,8,0,0,2080,1.524607,11,0,0,9,1,1,2080
3461,1.190826,11,0,0,2,0,0,1345,1.57288,11,0,0,3,0,0,1950,2.167335,11,0,0,4,0,0,2238,1.859256,11,0,0,5,0,0,2786,2.036295,11,0,0,6,0,0,2738,2.139956,11,0,0,7,0,0,2544,2.194541,11,0,0,8,0,0,2361,2.076888,11,0,0,9,0,0,2235
3468,1.601883,14,0,0,1,0,0,1712,1.376647,14,0,0,2,0,0,1979,1.348356,14,0,0,3,0,0,2050,1.216156,14,0,0,4,0,0,2120,1.253978,14,0,0,5,0,0,2255,1.505544,14,0,0,6,0,0,2144,1.527033,14,0,0,7,0,0,2330,1.697856,14,0,0,8,0,0,2682
3482,2.130712,13,0,0,3,0,0,2312,2.002481,13,0,0,4,0,0,2160,2.160507,13,0,0,5,0,0,2080,1.980394,13,0,0,6,0,0,2720,2.159004,13,0,0,7,0,0,2664,2.242758,13,0,0,8,0,0,2152,2.321258,13,0,0,9,0,0,2080,2.551577,13,0,0,10,1,0,1440
3495,1.679111,12,0,0,5,0,1,2080,1.534714,12,0,0,6,0,1,2000,1.660047,12,0,0,7,0,1,1880,1.700092,12,0,0,8,0,1,2080,1.48644,12,0,0,9,0,1,1600,1.68208,12,0,0,10,0,1,1885,1.478807,12,0,0,11,1,0,2264,1.547057,12,0,0,12,1,1,2305
3503,2.165839,12,0,0,4,0,1,2080,2.089011,12,0,0,5,0,1,2080,2.126562,12,0,0,6,0,1,2080,2.130875,12,0,0,7,0,1,2080,2.128834,12,0,0,8,0,1,2080,2.094466,12,0,0,9,0,1,2080,2.074398,12,0,0,10,1,1,2080,2.035432,12,0,0,11,1,0,2080
3525,0.9318463,14,0,0,1,0,1,941,1.958489,14,0,0,2,0,0,790,1.739203,14,0,0,3,0,0,1400,1.877426,14,0,0,4,0,0,2010,2.529844,14,0,0,5,0,0,1560,3.449363,14,0,0,6,0,0,880,2.862749,14,0,0,7,0,0,1702,3.016262,14,0,0,8,0,0,1560
3526,1.710364,12,0,0,4,0,0,2080,1.609438,12,0,0,5,1,0,2080,1.592523,12,0,0,6,1,0,2080,1.591879,12,0,0,7,1,0,2080,1.692075,12,0,0,8,1,1,1880,1.871322,12,0,0,9,1,1,2080,1.851255,12,0,0,10,1,1,2080,1.952051,12,0,0,11,1,1,2080
3538,2.063185,12,1,0,5,1,1,2080,2.040221,12,1,0,6,1,1,2080,2.201329,12,1,0,7,1,1,2080,2.066337,12,1,0,8,1,1,2080,1.978011,12,1,0,9,1,1,2080,1.924595,12,1,0,10,1,1,2120,2.149836,12,1,0,11,0,1,1898,1.921143,12,1,0,12,0,0,2080
3563,1.671143,11,0,0,3,0,1,2080,1.609438,11,0,0,4,0,1,2080,1.821839,11,0,0,5,0,0,1520,1.843193,11,0,0,6,0,0,2080,1.931699,11,0,0,7,1,1,2080,1.943333,11,0,0,8,1,1,1800,1.901923,11,0,0,9,1,0,2432,2.001267,11,0,0,10,1,1,2216
3575,1.964308,12,0,0,4,0,0,2110,2.064914,12,0,0,5,1,0,2080,2.026976,12,0,0,6,1,0,2080,2.088315,12,0,0,7,1,0,2080,2.088012,12,0,0,8,1,0,2080,2.207794,12,0,0,9,1,0,2080,2.187727,12,0,0,10,1,0,2080,2.148761,12,0,0,11,1,0,2080
3580,1.443203,12,0,0,2,0,0,2090,1.417166,12,0,0,3,0,0,2424,1.652763,12,0,0,4,0,0,2160,1.693661,12,0,0,5,0,0,2080,1.682546,12,0,0,6,0,0,2080,1.678223,12,0,0,7,0,0,2080,1.481683,12,0,0,8,0,0,1505,1.43726,12,0,0,9,1,0,2058
3581,1.126323,14,0,0,2,0,0,373,0.2309867,14,0,0,3,0,0,635,2.227127,14,0,0,4,0,0,1800,2.171697,14,0,0,5,0,0,2080,2.220441,14,0,0,6,1,0,2194,2.181477,14,0,0,7,1,0,2288,2.439041,14,0,0,8,1,0,2080,2.510423,14,0,0,9,1,0,2080
3589,1.671143,12,0,0,2,1,1,2496,2.024953,12,0,0,3,1,1,2112,-0.4873031,12,0,0,4,1,1,2448,1.861542,12,0,0,5,1,1,2496,1.944911,12,0,0,6,1,1,2400,1.871322,12,0,0,7,1,1,2496,1.942237,12,0,0,8,1,1,2496,2.03343,12,0,0,9,1,1,2496
3591,1.11888,12,0,0,2,0,0,2168,1.83924,12,0,0,3,0,0,2365,1.892764,12,0,0,4,1,1,2496,1.957348,12,0,0,5,1,1,2496,2.032702,12,0,0,6,1,1,2136,2.188393,12,0,0,7,1,1,1942,2.303775,12,0,0,8,0,1,1924,2.277212,12,0,0,9,0,1,1924
3598,1.766998,12,0,0,3,0,0,2864,1.801297,12,0,0,4,0,0,2560,1.925883,12,0,0,5,0,0,2496,2.043864,12,0,0,6,0,0,2496,2.129902,12,0,0,7,0,0,2244,2.159004,12,0,0,8,1,0,2184,2.223894,12,0,0,9,1,0,2436,2.130743,12,0,0,10,1,1,2496
3602,2.010241,12,0,0,5,0,1,2608,2.072186,12,0,0,6,0,1,2144,2.261603,12,0,0,7,0,0,1880,2.210918,12,0,0,8,1,1,2080,2.242162,12,0,0,9,1,1,2080,2.080082,12,0,0,10,1,1,2408,2.138937,12,0,0,11,1,0,2496,2.160595,12,0,0,12,1,1,2496
3607,0.9072418,10,0,0,7,0,0,893,0.0747235,10,0,0,8,0,0,3712,0.1715795,10,0,0,9,0,0,2660,0.9480026,10,0,0,10,0,0,990,1.227071,10,0,0,11,0,0,1025,0.4354531,10,0,0,12,0,0,1530,0.638812,10,0,0,13,0,0,1818,1.677556,10,0,0,14,0,0,714
3621,1.508498,12,0,0,4,0,0,1860,1.831605,12,0,0,5,0,1,2050,1.50658,12,0,0,6,0,1,2000,1.631655,12,0,0,7,0,1,2570,1.545017,12,0,0,8,0,1,1790,1.820029,12,0,0,9,0,1,2080,1.641958,12,0,0,10,0,1,2295,1.688991,12,0,0,11,0,0,2200
3628,1.842216,14,0,0,3,1,0,2384,1.73619,14,0,0,4,1,0,2960,2.291992,14,0,0,5,1,0,2690,1.838029,14,0,0,6,1,0,3020,2.331942,14,0,0,7,1,0,2920,2.288879,14,0,0,8,1,0,2740,2.510144,14,0,0,9,1,0,2809,2.460952,14,0,0,10,1,0,2827
3653,1.670646,12,0,0,2,1,0,2414,1.939277,12,0,0,3,1,0,2485,2.049585,12,0,0,4,1,0,2324,2.010247,12,0,0,5,1,0,2288,2.091792,12,0,0,6,1,0,2288,2.023339,12,0,0,7,0,0,2546,1.975598,12,0,0,8,0,0,2296,1.853111,12,0,0,9,1,0,2496
3706,1.674411,13,0,0,4,0,0,2322,1.791759,13,0,0,5,0,0,2000,1.518798,13,0,0,6,0,0,2305,1.72541,13,0,0,7,0,0,2340,1.648645,13,0,0,8,0,0,2340,1.77767,13,0,0,9,0,0,2170,1.773293,13,0,0,10,0,0,2080,1.812289,13,0,0,11,1,0,2080
3707,-1.103047,13,0,0,2,0,0,1600,1.863826,13,0,0,3,1,0,1985,1.74433,13,0,0,4,1,0,2628,2.112884,13,0,0,5,1,0,2206,2.081043,13,0,0,6,1,0,1920,2.401951,13,0,0,7,1,0,2080,2.493109,13,0,0,8,1,0,2080,2.72858,13,0,0,9,1,0,2080
3708,1.680525,12,0,0,1,0,0,2143,1.703229,12,0,0,2,0,0,2695,1.668849,12,0,0,3,0,1,2664,2.018772,12,0,0,4,0,1,2414,2.023874,12,0,0,5,0,1,2495,2.122081,12,0,0,6,0,1,2080,2.014528,12,0,0,7,0,1,2120,2.148761,12,0,0,8,0,1,2080
3743,1.256109,11,0,0,1,0,0,504,1.716536,11,0,0,2,0,0,1150,1.721012,11,0,0,3,0,0,1345,1.764631,11,0,0,4,0,0,2375,2.14747,11,0,0,5,1,0,2405,2.089442,11,0,0,6,1,0,2634,2.148428,11,0,0,7,1,0,2936,2.160469,11,0,0,8,1,0,2790
3777,1.948775,12,0,0,2,1,1,2080,2.040221,12,0,0,3,1,1,2080,2.066517,12,0,0,4,1,1,2080,2.210918,12,0,0,5,1,1,2080,2.084045,12,0,0,6,1,1,2080,2.094466,12,0,0,7,1,1,2080,1.9804,12,0,0,8,1,1,2285,1.997931,12,0,0,9,1,1,2505
3831,1.173124,11,0,0,3,0,0,1872,1.318882,11,0,0,4,0,0,1626,1.480381,11,0,0,5,0,0,1882,1.613751,11,0,0,6,0,0,2035,1.40684,11,0,0,7,0,0,2158,1.391749,11,0,0,8,1,0,2184,1.291639,11,0,0,9,1,0,2184,1.332716,11,0,0,10,1,0,2184
3844,1.440416,11,0,0,3,0,0,2515,1.413946,11,0,0,4,0,0,2140,1.547403,11,0,0,5,0,0,2080,1.768829,11,0,0,6,0,0,2080,1.766428,11,0,0,7,0,0,2080,1.871322,11,0,0,8,0,0,2080,1.710272,11,0,0,9,0,0,3000,1.610347,11,0,0,10,0,0,2100
3847,2.24936,12,0,0,3,0,1,1960,2.359744,12,0,0,4,0,1,2040,2.27977,12,0,0,5,1,1,1000,2.320117,12,0,0,6,1,1,2080,2.304466,12,0,0,7,1,1,2080,2.401951,12,0,0,8,1,1,2080,2.439041,12,0,0,9,1,1,2080,2.454143,12,0,0,10,1,1,2080
3848,1.998046,12,0,0,2,0,0,960,1.89316,12,0,0,3,0,0,1265,1.85239,12,0,0,4,0,0,2005,1.62053,12,0,0,5,0,0,2310,1.996204,12,0,0,6,0,0,2565,1.583859,12,0,0,7,0,0,3050,1.849038,12,0,0,8,1,0,2710,2.059149,12,0,0,9,1,0,2600
3882,0.5945394,15,0,0,1,0,1,1465,0.546165,15,0,0,2,0,0,1390,0.9526954,15,0,0,3,0,0,870,0.7713791,15,0,0,4,0,0,2025,2.028292,15,0,0,5,0,0,1840,1.965131,15,0,0,6,0,0,1515,1.905589,15,0,0,7,0,0,1970,1.655943,15,0,0,8,0,0,3040
3937,1.448,11,1,0,3,0,0,2080,1.328025,11,1,0,4,0,1,2120,1.52393,11,1,0,5,0,1,2457,1.59496,11,1,0,6,0,0,2592,2.445154,11,1,0,7,0,1,2850,1.736065,11,1,0,8,1,0,3048,1.693307,11,1,0,9,1,1,3325,1.982938,11,1,0,10,1,1,3332
4000,1.611273,7,0,0,9,0,0,2120,1.752539,7,0,0,10,0,0,2080,1.671455,7,0,0,11,0,0,2120,1.437728,7,0,0,12,1,0,2080,1.90569,7,0,0,13,1,0,2080,1.42401,7,0,0,14,1,0,2440,1.803861,7,0,0,15,1,0,2290,1.524607,7,0,0,16,1,0,2080
4004,2.007615,12,0,0,4,0,0,2080,2.179983,12,0,0,5,0,0,2080,1.978185,12,0,0,6,0,0,2080,1.948554,12,0,0,7,0,0,2080,2.088012,12,0,0,8,0,0,2080,2.094466,12,0,0,9,0,0,2080,1.991017,12,0,0,10,0,0,2080,2.035432,12,0,0,11,1,0,2080
4025,0.8568673,9,0,0,2,0,0,2080,1.332504,9,0,0,3,0,0,2005,1.305211,9,0,0,4,1,0,2120,1.214584,9,0,0,5,1,0,2080,1.247925,9,0,0,6,0,0,2610,1.463114,9,0,0,7,0,1,2190,1.340429,9,0,0,8,0,0,2080,2.043881,9,0,0,9,0,0,990
4032,1.314949,11,0,0,1,0,1,2376,1.194173,11,0,0,2,0,0,2904,0.9009272,11,0,0,3,0,0,2993,1.254533,11,0,0,4,0,0,2290,1.382889,11,0,0,5,0,0,1800,1.612619,11,0,0,6,0,0,2290,1.868714,11,0,0,7,0,0,2555,1.815252,11,0,0,8,1,0,2696
4046,1.43843,9,0,0,6,1,0,2520,1.541708,9,0,0,7,1,0,2825,1.419748,9,0,0,8,1,0,2545,1.679983,9,0,0,9,1,0,2612,1.388999,9,0,0,10,1,0,2964,1.434674,9,0,0,11,1,0,2736,1.557069,9,0,0,12,1,0,2931,1.484659,9,0,0,13,1,0,3175
